Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /opt/opendaylight/lock
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main$KarafLockCallback lockAquired
INFO: Lock acquired. Setting startlevel to 100
2018-01-19 04:40:37,322 | INFO  | Event Dispatcher | fileinstall                      | 7 - org.apache.felix.fileinstall - 3.5.2 | Creating configuration from org.apache.karaf.features.repos.cfg
2018-01-19 04:40:40,898 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-aaa-shiro 0.5.3-SNAPSHOT
2018-01-19 04:40:40,898 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-aaa-authn 0.5.3-SNAPSHOT
2018-01-19 04:40:40,898 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-aaa-api 0.5.3-SNAPSHOT
2018-01-19 04:40:40,898 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-yangtools-common 1.1.3-SNAPSHOT
2018-01-19 04:40:40,899 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-guava-18 1.8.3-SNAPSHOT
2018-01-19 04:40:40,899 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-triemap-0.2 1.8.3-SNAPSHOT
2018-01-19 04:40:40,899 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-binding-base 2.2.3-SNAPSHOT
2018-01-19 04:40:40,900 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-broker 1.5.3-SNAPSHOT
2018-01-19 04:40:40,900 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-remoterpc-connector 1.5.3-SNAPSHOT
2018-01-19 04:40:40,900 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-broker-local 1.5.3-SNAPSHOT
2018-01-19 04:40:40,900 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-binding-dom-adapter 2.2.3-SNAPSHOT
2018-01-19 04:40:40,900 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-binding-runtime 2.2.3-SNAPSHOT
2018-01-19 04:40:40,900 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-yangtools-yang-data 1.1.3-SNAPSHOT
2018-01-19 04:40:40,900 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-yangtools-yang-parser 1.1.3-SNAPSHOT
2018-01-19 04:40:40,901 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-binding-api 2.2.3-SNAPSHOT
2018-01-19 04:40:40,901 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-common 2.2.3-SNAPSHOT
2018-01-19 04:40:40,901 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-dom-api 2.2.3-SNAPSHOT
2018-01-19 04:40:40,902 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-models 0.10.3-SNAPSHOT
2018-01-19 04:40:40,902 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-common 1.5.3-SNAPSHOT
2018-01-19 04:40:40,903 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-config-api 0.6.3-SNAPSHOT
2018-01-19 04:40:40,903 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-config-startup 0.6.3-SNAPSHOT
2018-01-19 04:40:40,903 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-config-persister 0.6.3-SNAPSHOT
2018-01-19 04:40:40,903 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-config-core 0.6.3-SNAPSHOT
2018-01-19 04:40:40,903 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-config-manager 0.6.3-SNAPSHOT
2018-01-19 04:40:40,904 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-config-netty 0.6.3-SNAPSHOT
2018-01-19 04:40:40,904 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-config-netty-config-api 0.6.3-SNAPSHOT
2018-01-19 04:40:40,904 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-netty-4 1.8.3-SNAPSHOT
2018-01-19 04:40:40,905 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-lmax-3 1.8.3-SNAPSHOT
2018-01-19 04:40:40,905 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-dom 2.2.3-SNAPSHOT
2018-01-19 04:40:40,905 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-dom-broker 2.2.3-SNAPSHOT
2018-01-19 04:40:40,905 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-eos-dom 2.2.3-SNAPSHOT
2018-01-19 04:40:40,905 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-eos-common 2.2.3-SNAPSHOT
2018-01-19 04:40:40,906 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-eos-binding 2.2.3-SNAPSHOT
2018-01-19 04:40:40,906 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-singleton-dom 2.2.3-SNAPSHOT
2018-01-19 04:40:40,906 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-singleton-common 2.2.3-SNAPSHOT
2018-01-19 04:40:40,907 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-clustering-commons 1.5.3-SNAPSHOT
2018-01-19 04:40:40,907 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-akka-system-2.4 1.8.3-SNAPSHOT
2018-01-19 04:40:40,907 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-akka-scala-2.11 1.8.3-SNAPSHOT
2018-01-19 04:40:40,907 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-akka-persistence-2.4 1.8.3-SNAPSHOT
2018-01-19 04:40:40,908 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-akka-leveldb-0.7 1.8.3-SNAPSHOT
2018-01-19 04:40:40,908 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-akka-clustering-2.4 1.8.3-SNAPSHOT
2018-01-19 04:40:40,909 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-distributed-datastore 1.5.3-SNAPSHOT
2018-01-19 04:40:40,911 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature war 3.0.8
2018-01-19 04:40:40,911 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature http 3.0.8
2018-01-19 04:40:40,911 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature pax-http 3.2.9
2018-01-19 04:40:40,911 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature pax-jetty 8.1.19.v20160209
2018-01-19 04:40:40,912 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature pax-war 3.2.9
2018-01-19 04:40:40,912 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature pax-http-whiteboard 3.2.9
2018-01-19 04:40:40,913 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-aaa-cert 0.5.3-SNAPSHOT
2018-01-19 04:40:40,913 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-aaa-encryption-service 0.5.3-SNAPSHOT
2018-01-19 04:40:41,036 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-netty 4.1.7.Final
2018-01-19 04:40:41,044 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-netvirt-openstack 0.4.3-SNAPSHOT
2018-01-19 04:40:41,045 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-neutron-service 0.8.3-SNAPSHOT
2018-01-19 04:40:41,045 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-neutron-spi 0.8.3-SNAPSHOT
2018-01-19 04:40:41,045 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-models 0.10.3-SNAPSHOT
2018-01-19 04:40:41,045 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-binding-base 2.2.3-SNAPSHOT
2018-01-19 04:40:41,045 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-yangtools-common 1.1.3-SNAPSHOT
2018-01-19 04:40:41,045 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-guava-18 1.8.3-SNAPSHOT
2018-01-19 04:40:41,045 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-triemap-0.2 1.8.3-SNAPSHOT
2018-01-19 04:40:41,055 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-neutron-northbound-api 0.8.3-SNAPSHOT
2018-01-19 04:40:41,055 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-aaa-shiro 0.5.3-SNAPSHOT
2018-01-19 04:40:41,055 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-aaa-authn 0.5.3-SNAPSHOT
2018-01-19 04:40:41,055 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-aaa-api 0.5.3-SNAPSHOT
2018-01-19 04:40:41,055 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-broker 1.5.3-SNAPSHOT
2018-01-19 04:40:41,055 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-remoterpc-connector 1.5.3-SNAPSHOT
2018-01-19 04:40:41,055 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-broker-local 1.5.3-SNAPSHOT
2018-01-19 04:40:41,055 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-binding-dom-adapter 2.2.3-SNAPSHOT
2018-01-19 04:40:41,055 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-binding-runtime 2.2.3-SNAPSHOT
2018-01-19 04:40:41,055 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-yangtools-yang-data 1.1.3-SNAPSHOT
2018-01-19 04:40:41,055 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-yangtools-yang-parser 1.1.3-SNAPSHOT
2018-01-19 04:40:41,056 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-binding-api 2.2.3-SNAPSHOT
2018-01-19 04:40:41,056 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-common 2.2.3-SNAPSHOT
2018-01-19 04:40:41,057 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-dom-api 2.2.3-SNAPSHOT
2018-01-19 04:40:41,057 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-common 1.5.3-SNAPSHOT
2018-01-19 04:40:41,057 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-config-api 0.6.3-SNAPSHOT
2018-01-19 04:40:41,057 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-config-startup 0.6.3-SNAPSHOT
2018-01-19 04:40:41,057 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-config-persister 0.6.3-SNAPSHOT
2018-01-19 04:40:41,058 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-config-core 0.6.3-SNAPSHOT
2018-01-19 04:40:41,058 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-config-manager 0.6.3-SNAPSHOT
2018-01-19 04:40:41,058 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-config-netty 0.6.3-SNAPSHOT
2018-01-19 04:40:41,058 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-config-netty-config-api 0.6.3-SNAPSHOT
2018-01-19 04:40:41,058 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-netty-4 1.8.3-SNAPSHOT
2018-01-19 04:40:41,059 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-lmax-3 1.8.3-SNAPSHOT
2018-01-19 04:40:41,059 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-dom 2.2.3-SNAPSHOT
2018-01-19 04:40:41,059 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-dom-broker 2.2.3-SNAPSHOT
2018-01-19 04:40:41,059 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-eos-dom 2.2.3-SNAPSHOT
2018-01-19 04:40:41,060 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-eos-common 2.2.3-SNAPSHOT
2018-01-19 04:40:41,060 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-eos-binding 2.2.3-SNAPSHOT
2018-01-19 04:40:41,060 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-singleton-dom 2.2.3-SNAPSHOT
2018-01-19 04:40:41,060 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-singleton-common 2.2.3-SNAPSHOT
2018-01-19 04:40:41,061 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-clustering-commons 1.5.3-SNAPSHOT
2018-01-19 04:40:41,061 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-akka-system-2.4 1.8.3-SNAPSHOT
2018-01-19 04:40:41,061 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-akka-scala-2.11 1.8.3-SNAPSHOT
2018-01-19 04:40:41,061 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-akka-persistence-2.4 1.8.3-SNAPSHOT
2018-01-19 04:40:41,061 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-akka-leveldb-0.7 1.8.3-SNAPSHOT
2018-01-19 04:40:41,062 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-akka-clustering-2.4 1.8.3-SNAPSHOT
2018-01-19 04:40:41,062 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-mdsal-distributed-datastore 1.5.3-SNAPSHOT
2018-01-19 04:40:41,064 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature war 3.0.8
2018-01-19 04:40:41,064 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature http 3.0.8
2018-01-19 04:40:41,064 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature pax-http 3.2.9
2018-01-19 04:40:41,064 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature pax-jetty 8.1.19.v20160209
2018-01-19 04:40:41,065 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature pax-war 3.2.9
2018-01-19 04:40:41,065 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature pax-http-whiteboard 3.2.9
2018-01-19 04:40:41,066 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-aaa-cert 0.5.3-SNAPSHOT
2018-01-19 04:40:41,066 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.8 | Installing feature odl-aaa-encryption-service 0.5.3-SNAPSHOT
